Lat,Lon,Cls,country_code,state,Alt,Alt_zone
37.740128,-81.28314,Cfb,US,West Virginia,716.0,4
35.08785,-79.20131,Cfa,US,North Carolina,91.0,2
39.80971,-79.31153,Cfb,US,Pennsylvania,467.0,3
42.679745,-77.46074,Dfb,US,New York,636.0,4
42.283825,-67.67917,Dfb,US,Maine,0.0,1
33.461555,-74.269745,Cfa,US,North Carolina,0.0,1
42.853256,-69.80411,Dfb,US,Massachusetts,0.0,1
36.40364,-83.44178,Cfa,US,Tennessee,356.0,3
38.42679,-73.9996,Cfa,US,New Jersey,0.0,1
43.33102,-67.35618,Dfb,US,Maine,0.0,1
34.457615,-71.557365,Cfa,US,North Carolina,0.0,1
43.205875,-74.53041,Dfb,US,New York,511.0,4
41.922363,-69.102234,Cfa,US,Massachusetts,0.0,1
37.850266,-70.13878,Cfa,US,Massachusetts,0.0,1
41.995937,-79.76291,Dfb,US,Pennsylvania,474.0,3
37.675236,-77.0232,Cfa,US,Virginia,39.0,2
44.31861,-69.61482,Dfb,US,Maine,99.0,2
35.88332,-78.17617,Cfa,US,North Carolina,89.0,2
40.317703,-74.5947,Cfa,US,New Jersey,22.0,1
42.084316,-80.320175,Dfb,US,Pennsylvania,172.0,3
30.82907,-77.36315,Cfa,US,South Carolina,0.0,1
39.60911,-71.49072,Cfa,US,New York,0.0,1
35.292862,-70.894455,Cfa,US,North Carolina,0.0,1
31.246733,-77.93485,Cfa,US,South Carolina,0.0,1
38.834106,-72.70717,Cfa,US,New Jersey,0.0,1
41.00806,-72.83884,Cfa,US,New York,0.0,1
41.80297,-70.07025,Cfa,US,Massachusetts,0.0,1
41.544178,-70.50654,Cfa,US,Massachusetts,0.0,1
39.21173,-72.812996,Cfa,US,New Jersey,0.0,1
35.034573,-72.57178,Cfa,US,North Carolina,0.0,1
43.364906,-73.5401,Dfb,US,New York,76.0,2
36.498947,-70.28985,Cfa,US,Massachusetts,0.0,1
39.93587,-74.471825,Cfa,US,New Jersey,42.0,2
40.450535,-83.606,Dfa,US,Ohio,338.0,3
39.103905,-70.89206,Cfa,US,Rhode Island,0.0,1
40.11165,-69.21785,Cfa,US,Massachusetts,0.0,1
41.539948,-71.995056,Cfb,US,Connecticut,65.0,2
37.21708,-80.10655,Cfa,US,Virginia,624.0,4
37.29953,-80.61072,Cfb,US,Virginia,575.0,4
41.497566,-83.6517,Dfa,US,Ohio,198.0,3
37.72613,-71.02578,Cfa,US,New York,0.0,1
37.25097,-82.465324,Cfa,US,Virginia,598.0,4
45.612972,-67.22306,Dfb,US,Maine,153.0,3
38.48277,-75.90333,Cfa,US,Maryland,3.0,1
